Measure Number: 1
B4 144 48 0
D5 144 48 0
F5 132 48 0
G5 144 48 0
B5 144 48 0
rest 48
rest 12
A4 183 6 -1
G4 207 6 0
F4 232 6 0
D4 256 6 0
E4 281 6 -1
D4 306 6 0
B3 333 6 0
G3 358 6 0
A3 382 6 -1
G3 407 6 0
F3 431 6 0
D3 456 6 0
E3 480 6 -1
D3 505 6 0
Measure Number: 2
rest 48
rest 24
A4 346 18 -1
E5 334 18 -1
F5 346 18 0
A5 346 18 -1
G4 428 6 0
G5 428 6 0
B2 18 6 0
G2 45 6 0
A2 72 6 -1
G2 100 6 0
F2 127 6 0
D2 154 6 0
E2 182 6 -1
D2 209 6 0
C2 236 6 0
G1 264 6 0
C2 291 6 0
G1 318 6 0
C2 346 6 0
G1 373 6 0
C2 400 6 0
G1 428 6 0
Measure Number: 3
D5 21 48 0
F5 9 48 0
G5 21 48 0
D6 21 48 0
rest 48
B1 21 12 0
A4 62 6 -1
G4 87 6 0
F4 113 6 0
D4 138 6 0
E4 164 6 -1
D4 190 6 0
B3 217 6 0
G3 243 6 0
A3 268 6 -1
G3 294 6 0
F3 320 6 0
D3 345 6 0
E3 371 6 -1
D3 396 6 0
Measure Number: 4
rest 48
rest 24
A4 447 18 -1
E5 435 18 -1
F5 447 18 0
A5 447 18 -1
G4 532 6 0
G5 532 6 0
B2 108 6 0
G2 137 6 0
A2 165 6 -1
G2 193 6 0
F2 221 6 0
D2 249 6 0
E2 278 6 -1
D2 306 6 0
C2 334 6 0
G1 362 6 0
C2 391 6 0
G1 419 6 0
C2 447 6 0
G1 475 6 0
C2 503 6 0
G1 532 6 0
Measure Number: 5
F5 9 12 0
G5 21 12 0
D6 21 12 0
F6 21 12 0
A6 83 6 -1
G6 113 6 0
F6 142 6 0
D6 172 6 0
E6 201 6 -1
D6 231 6 0
B5 262 6 0
G5 292 6 0
A5 322 6 -1
G5 351 6 0
F5 381 6 0
D5 411 6 0
E5 440 6 -1
D5 470 6 0
B1 21 12 0
A5 83 6 -1
G5 113 6 0
F5 142 6 0
D5 172 6 0
E5 201 6 -1
D5 231 6 0
B4 262 6 0
G4 292 6 0
A4 322 6 -1
G4 351 6 0
F4 381 6 0
D4 411 6 0
E4 440 6 -1
D4 470 6 0
Measure Number: 6
B4 18 6 0
G4 42 6 0
A4 67 6 -1
G4 91 6 0
F4 116 6 0
D4 140 6 0
E4 165 6 -1
D4 189 6 0
B3 216 6 0
G3 240 6 0
A3 265 6 -1
G3 290 6 0
F3 314 6 0
D3 339 6 0
E3 363 6 -1
D3 388 6 0
B3 18 6 0
G3 42 6 0
A3 67 6 -1
G3 91 6 0
F3 116 6 0
D3 140 6 0
E3 165 6 -1
D3 189 6 0
B2 216 6 0
G2 240 6 0
A2 265 6 -1
G2 290 6 0
F2 314 6 0
D2 339 6 0
E2 363 6 -1
D2 388 6 0
Measure Number: 7
C3 102 6 0
B2 134 6 0
G3 163 6 0
F3 193 6 0
E3 222 6 -1
D3 251 6 0
E3 281 6 -1
D3 310 6 0
C3 339 6 0
B2 369 6 0
B3 398 6 -1
A3 427 6 -1
G3 457 6 0
F3 486 6 0
G3 516 6 0
F3 545 6 0
C2 102 6 0
B1 134 6 0
G2 163 6 0
F2 193 6 0
E2 222 6 -1
D2 251 6 0
E2 281 6 -1
D2 310 6 0
C2 339 6 0
B1 369 6 0
B2 398 6 -1
A2 427 6 -1
G2 457 6 0
F2 486 6 0
G2 516 6 0
F2 545 6 0
Measure Number: 8
E3 16 6 -1
D3 44 6 0
E4 73 6 -1
D4 101 6 0
C4 129 6 0
B3 157 6 0
C4 186 6 0
B3 214 6 0
A3 242 6 -1
G3 270 6 0
A3 299 6 -1
G3 327 6 0
F3 355 6 0
E3 383 6 -1
F3 412 6 0
E3 440 6 -1
E2 16 6 -1
D2 44 6 0
E3 73 6 -1
D3 101 6 0
C3 129 6 0
B2 157 6 0
C3 186 6 0
B2 214 6 0
A2 242 6 -1
G2 270 6 0
A2 299 6 -1
G2 327 6 0
F2 355 6 0
E2 383 6 -1
F2 412 6 0
E2 440 6 -1
Measure Number: 9
C3 16 12 0
rest 12
rest 24
rest 48
C2 16 6 0
G2 43 6 0
C3 70 6 0
D3 97 6 0
E3 124 6 -1
G3 151 6 0
C4 178 6 0
D4 205 6 0
E4 233 6 -1
D4 260 6 0
C4 287 6 0
G3 314 6 0
E3 341 6 -1
D3 368 6 0
C3 395 6 0
G2 422 6 0
Measure Number: 10
rest 48
rest 12
rest 6
C5 408 6 0
C6 408 6 0
D5 436 18 0
D6 436 18 0
E5 519 6 -1
E6 519 6 -1
C2 102 6 0
G2 130 6 0
C3 158 6 0
D3 186 6 0
E3 213 6 -1
D3 241 6 0
C3 269 6 0
G2 297 6 0
C2 325 6 0
G2 352 6 0
C3 380 6 0
D3 408 6 0
E3 436 6 -1
D3 463 6 0
C3 491 6 0
G2 519 6 0
Measure Number: 11
E5 16 48 -1
E6 16 48 -1
rest 12
rest 6
G4 339 6 0
C5 339 6 0
E5 339 6 -1
G5 339 6 0
G4 368 18 0
C5 368 18 0
E5 368 18 -1
G5 368 18 0
G4 456 6 0
C5 456 6 0
E5 456 6 -1
G5 456 6 0
C2 16 6 0
G2 45 6 0
C3 75 6 0
D3 104 6 0
E3 133 6 -1
G3 163 6 0
C4 192 6 0
D4 221 6 0
E4 251 6 -1
D4 280 6 0
C4 309 6 0
G3 339 6 0
E3 368 6 -1
D3 397 6 0
C3 427 6 0
G2 456 6 0
Measure Number: 12
A4 16 48 -1
C5 16 48 0
E5 16 48 -1
A5 16 48 -1
G4 238 12 0
C5 238 12 0
E5 238 12 -1
G5 238 12 0
rest 6
C5 321 6 0
C6 321 6 0
D5 349 18 0
D6 349 18 0
E5 432 6 -1
E6 432 6 -1
C2 16 6 0
G2 44 6 0
C3 72 6 0
D3 99 6 0
E3 127 6 -1
D3 155 6 0
C3 183 6 0
G2 210 6 0
C2 238 6 0
G2 266 6 0
C3 294 6 0
D3 321 6 0
E3 349 6 -1
D3 377 6 0
C3 405 6 0
G2 432 6 0
Measure Number: 13
E5 102 48 -1
E6 102 48 -1
rest 12
rest 6
G4 396 6 0
C5 396 6 0
E5 396 6 -1
G5 396 6 0
G4 423 18 0
C5 423 18 0
E5 423 18 -1
G5 423 18 0
G4 503 6 0
C5 503 6 0
E5 503 6 -1
G5 503 6 0
C2 102 6 0
G2 129 6 0
C3 156 6 0
D3 183 6 0
E3 209 6 -1
G3 236 6 0
C4 263 6 0
D4 289 6 0
E4 316 6 -1
D4 343 6 0
C4 370 6 0
G3 396 6 0
E3 423 6 -1
D3 450 6 0
C3 476 6 0
G2 503 6 0
Measure Number: 14
A4 22 96 0
C5 22 96 0
E5 22 96 -1
A5 22 96 0
C2 23 6 0
F2 54 6 1
C3 80 6 0
D3 106 6 0
E3 131 6 -1
D3 157 6 0
C3 183 6 0
F2 209 6 1
C2 235 6 0
F2 261 6 1
C3 287 6 0
D3 313 6 0
E3 339 6 -1
D3 365 6 0
C3 391 6 0
